qid	pid	score
Q5178	C5253	1
Q5179	C5254	1
Q5180	C5255	1
Q5181	C5256	1
Q5182	C5257	1
Q5183	C5258	1
Q5184	C5259	1
Q5187	C5261	1
Q5188	C5262	1
Q5189	C5263	1
Q5190	C5264	1
Q5191	C5265	1
Q5192	C5266	1
Q5193	C5267	1
Q5194	C5268	1
Q5195	C5269	1
Q5196	C5270	1
Q5197	C5271	1
Q5198	C5272	1
Q5199	C5273	1
Q5200	C5274	1
Q5201	C5275	1
Q5202	C5276	1
Q5203	C5277	1
Q5204	C5278	1
Q5205	C5279	1
Q5206	C5280	1
Q5207	C5281	1
Q5208	C5282	1
Q5209	C5283	1
Q5211	C5285	1
Q5212	C5286	1
Q5213	C5287	1
Q5214	C5288	1
Q5215	C2720	1
Q5216	C5289	1
Q5217	C5290	1
Q5218	C5291	1
Q5219	C5292	1
Q5221	C5294	1
Q5222	C5295	1
Q5223	C5296	1
Q5224	C5297	1
Q5225	C5299	1
Q5226	C5300	1
Q5227	C5301	1
Q5228	C5301	1
Q5229	C5302	1
Q5230	C5303	1
Q5231	C5304	1
Q5232	C5305	1
Q5234	C5307	1
Q5235	C5308	1
Q5236	C5309	1
Q5237	C5310	1
Q5238	C5311	1
Q5239	C5312	1
Q5240	C5313	1
Q5241	C5314	1
Q5242	C5315	1
Q5243	C5316	1
Q5244	C5317	1
Q5245	C5318	1
Q5246	C5319	1
Q5247	C5320	1
Q5248	C5321	1
Q5249	C5322	1
Q5250	C5323	1
Q5251	C5324	1
Q5252	C5325	1
Q5253	C5326	1
Q5254	C5327	1
Q5255	C5328	1
Q5256	C5329	1
Q5257	C5330	1
Q5258	C5331	1
Q5259	C5332	1
Q5260	C5333	1
Q5261	C5334	1
Q5262	C5335	1
Q5263	C5336	1
Q5265	C5338	1
Q5266	C5340	1
Q5267	C5341	1
Q5268	C5342	1
Q5270	C5344	1
Q5271	C5345	1
Q5272	C5346	1
Q5273	C5347	1
Q5274	C5348	1
Q5275	C5349	1
Q5276	C5350	1
Q5277	C5352	1
Q5278	C5353	1
Q5279	C5354	1
Q5280	C5355	1
Q5281	C5356	1
Q5282	C5357	1
Q5283	C5358	1
Q5284	C5359	1
Q5285	C2082	1
Q5286	C5360	1
Q5287	C5361	1
Q5288	C5362	1
Q5289	C5363	1
Q5290	C5364	1
Q5291	C5365	1
Q5292	C5366	1
Q5293	C5367	1
Q5294	C5368	1
Q5295	C5369	1
Q5296	C5370	1
Q5297	C5371	1
Q5298	C5372	1
Q5299	C5373	1
Q5301	C5375	1
Q5302	C5376	1
Q5303	C5377	1
Q5304	C5378	1
Q5305	C5379	1
Q5306	C5380	1
Q5307	C5381	1
Q5310	C5384	1
Q5311	C5385	1
Q5312	C5386	1
Q5313	C5387	1
Q5314	C5388	1
Q5315	C5389	1
Q5316	C5390	1
Q5317	C5391	1
Q5318	C5392	1
Q5319	C5394	1
Q5320	C5395	1
Q5321	C5396	1
Q5322	C5397	1
Q5323	C5398	1
Q5325	C5400	1
Q5326	C5401	1
Q5328	C5403	1
Q5329	C5404	1
Q5330	C5405	1
Q5331	C5406	1
Q5332	C5407	1
Q5333	C3883	1
Q5334	C5408	1
Q5335	C5409	1
Q5336	C5410	1
Q5338	C5413	1
Q5341	C5416	1
Q5342	C5417	1
Q5343	C5418	1
Q5344	C1978	1
Q5345	C5419	1
Q5346	C5420	1
Q5347	C5421	1
Q5349	C5423	1
Q5350	C5424	1
Q5351	C5425	1
Q5352	C5426	1
Q5353	C5427	1
Q5354	C5428	1
Q5355	C5429	1
Q5356	C5430	1
Q5357	C5431	1
Q5358	C5432	1
Q5359	C5433	1
Q5360	C5434	1
Q5361	C5435	1
Q5362	C5436	1
Q5363	C5437	1
Q5364	C5438	1
Q5365	C5439	1
Q5366	C5440	1
Q5367	C5441	1
Q5368	C5442	1
Q5369	C5443	1
Q5370	C5444	1
Q5371	C5446	1
Q5372	C5447	1
Q5373	C5448	1
Q5374	C5449	1
Q5375	C5450	1
Q5376	C5451	1
Q5377	C5452	1
Q5378	C5453	1
Q5379	C5454	1
Q5380	C5455	1
Q5381	C5456	1
Q5382	C5457	1
Q5383	C5458	1
Q5384	C5459	1
Q5385	C5460	1
Q5386	C5461	1
Q5387	C5462	1
Q5388	C5463	1
Q5389	C5464	1
Q5390	C5465	1
Q5391	C5466	1
Q5392	C5467	1
Q5393	C5468	1
Q5394	C5469	1
Q5395	C5470	1
Q5396	C5471	1
Q5397	C5472	1
Q5398	C5473	1
Q5399	C5474	1
Q5400	C5475	1
Q5402	C5477	1
Q5403	C5478	1
Q5404	C5479	1
Q5405	C5480	1
Q5406	C5481	1
Q5407	C5482	1
Q5409	C5484	1
Q5410	C5485	1
Q5411	C5487	1
Q5412	C5488	1
Q5413	C5489	1
Q5414	C5490	1
Q5416	C5493	1
Q5417	C5494	1
Q5418	C5495	1
Q5419	C5496	1
Q5421	C5498	1
Q5422	C5499	1
Q5423	C5500	1
Q5424	C5501	1
Q5426	C5503	1
Q5428	C5505	1
Q5429	C5507	1
Q5430	C5508	1
Q5431	C5509	1
Q5432	C5510	1
Q5433	C5511	1
Q5434	C5512	1
Q5435	C5513	1
Q5438	C5516	1
Q5439	C5517	1
Q5440	C5518	1
Q5442	C5520	1
Q5443	C5521	1
Q5444	C5522	1
Q5445	C428	1
Q5447	C5523	1
Q5448	C5524	1
Q5449	C5525	1
Q5451	C5527	1
Q5452	C5528	1
Q5453	C5529	1
Q5455	C5531	1
Q5456	C5532	1
Q5457	C5533	1
Q5458	C5534	1
Q5459	C5535	1
Q5460	C5536	1
Q5461	C5537	1
Q5462	C5538	1
Q5463	C5539	1
Q5464	C5540	1
Q5465	C5541	1
Q5466	C5542	1
Q5467	C5543	1
Q5468	C5544	1
Q5469	C5545	1
Q5470	C5546	1
Q5471	C5547	1
Q5472	C5548	1
Q5474	C5550	1
Q5475	C5551	1
Q5476	C5552	1
Q5477	C5553	1
Q5478	C5554	1
Q5479	C5555	1
Q5480	C5556	1
Q5481	C5557	1
Q5482	C5558	1
Q5483	C5559	1
Q5484	C5560	1
Q5485	C5561	1
Q5486	C5562	1
Q5487	C5563	1
Q5489	C5565	1
Q5490	C5566	1
Q5491	C5567	1
Q5492	C5568	1
Q5493	C5569	1
Q5494	C5570	1
Q5495	C5572	1
Q5496	C5573	1
Q5497	C5574	1
Q5498	C5575	1
Q5499	C2917	1
Q5501	C5577	1
Q5502	C5578	1
Q5503	C5579	1
Q5504	C5580	1
Q5505	C5581	1
Q5506	C5582	1
Q5507	C5583	1
Q5508	C5584	1
Q5509	C5585	1
Q5510	C5586	1
Q5511	C5587	1
Q5512	C5589	1
Q5513	C5590	1
Q5514	C5591	1
Q5515	C5593	1
Q5516	C5594	1
Q5517	C5595	1
Q5518	C5596	1
Q5521	C5599	1
Q5522	C5600	1
Q5523	C5601	1
Q5524	C5602	1
Q5525	C5603	1
Q5526	C5604	1
Q5527	C5606	1
Q5528	C5607	1
Q5529	C5608	1
Q5530	C5609	1
Q5532	C5611	1
Q5533	C5612	1
Q5534	C5613	1
Q5535	C5614	1
Q5536	C5615	1
Q5537	C5616	1
Q5538	C5618	1
Q5540	C5620	1
Q5542	C5622	1
Q5543	C5623	1
Q5544	C5624	1
Q5545	C5625	1
Q5546	C5626	1
Q5547	C5627	1
Q5548	C5628	1
Q5549	C2917	1
Q5550	C2917	1
Q5551	C731	1
Q5553	C5630	1
Q5554	C5631	1
Q5556	C5632	1
Q5557	C5633	1
Q5558	C5634	1
Q5559	C5635	1
Q5560	C5636	1
Q5561	C5637	1
Q5562	C5638	1
Q5564	C5639	1
Q5565	C5640	1
Q5566	C5641	1
Q5567	C5642	1
Q5568	C5644	1
Q5569	C5645	1
Q5570	C5646	1
Q5571	C5647	1
Q5572	C5648	1
Q5573	C5649	1
Q5574	C5650	1
Q5575	C5651	1
Q5576	C5652	1
Q5577	C5653	1
Q5578	C5654	1
Q5580	C5656	1
Q5581	C5657	1
Q5582	C5658	1
Q5583	C5659	1
Q5585	C5661	1
Q5586	C5662	1
Q5587	C5663	1
Q5588	C5664	1
Q5589	C5665	1
Q5590	C5666	1
Q5591	C5667	1
Q5592	C5668	1
Q5593	C5669	1
Q5594	C5670	1
Q5595	C5671	1
Q5596	C5672	1
Q5597	C5673	1
Q5598	C5674	1
Q5599	C5675	1
Q5600	C5676	1
Q5601	C5677	1
Q5602	C5678	1
Q5603	C5679	1
Q5606	C5682	1
Q5607	C5683	1
Q5608	C5684	1
Q5609	C5685	1
Q5610	C5686	1
Q5611	C5687	1
Q5612	C5688	1
Q5613	C5689	1
Q5614	C5690	1
Q5615	C5691	1
Q5616	C5692	1
Q5617	C5693	1
Q5619	C5695	1
Q5620	C5696	1
Q5621	C5697	1
Q5623	C5699	1
Q5624	C5700	1
Q5627	C5703	1
Q5628	C5704	1
Q5629	C5705	1
Q5630	C5706	1
Q5631	C5707	1
Q5632	C5708	1
Q5633	C5709	1
Q5634	C5710	1
Q5636	C5712	1
Q5637	C5713	1
Q5638	C5714	1
Q5639	C5715	1
Q5640	C5717	1
Q5641	C5718	1
Q5642	C5719	1
Q5643	C5720	1
Q5644	C5721	1
Q5645	C5722	1
Q5646	C5723	1
Q5648	C5725	1
Q5649	C5726	1
Q5650	C5727	1
Q5651	C5727	1
Q5652	C5727	1
Q5653	C5728	1
Q5654	C5729	1
Q5655	C5730	1
Q5656	C5731	1
Q5657	C5732	1
Q5658	C5733	1
Q5659	C5734	1
Q5660	C5735	1
Q5661	C5736	1
Q5662	C5737	1
Q5663	C5738	1
Q5664	C5739	1
Q5666	C5741	1
Q5667	C5742	1
Q5668	C5743	1
Q5669	C5744	1
Q5671	C5746	1
Q5672	C5747	1
Q5673	C5748	1
Q5674	C5749	1
Q5676	C5751	1
Q5677	C5752	1
Q5679	C5754	1
Q5680	C5755	1
Q5681	C5756	1
Q5682	C5757	1
Q5683	C5758	1
Q5684	C5759	1
Q5685	C5760	1
Q5686	C5761	1
Q5687	C5762	1
Q5688	C5763	1
Q5689	C5764	1
Q5690	C5765	1
Q5691	C5766	1
Q5692	C5767	1
Q5693	C5768	1
Q5695	C5771	1
Q5696	C5772	1
Q5697	C5773	1
Q5698	C5774	1
Q5699	C5775	1
Q5700	C5776	1
Q5701	C5777	1
Q5702	C5778	1
Q5704	C5780	1
Q5705	C5781	1
Q5706	C5782	1
Q5707	C5783	1
Q5708	C5784	1
Q5709	C5785	1
Q5710	C5786	1
Q5711	C5787	1
Q5712	C5788	1
Q5714	C5790	1
Q5715	C5791	1
Q5716	C5793	1
Q5717	C5794	1
Q5718	C5795	1
Q5719	C5796	1
Q5720	C5797	1
Q5721	C5798	1
Q5723	C5799	1
Q5724	C5800	1
Q5725	C5802	1
Q5726	C5803	1
Q5728	C5805	1
Q5729	C5806	1
Q5730	C5807	1
Q5731	C5808	1
Q5732	C5809	1
Q5733	C5810	1
Q5736	C5813	1
Q5737	C5814	1
Q5739	C5816	1
Q5741	C5818	1
Q5742	C5819	1
Q5744	C5821	1
Q5745	C5822	1
Q5746	C5823	1
Q5747	C5824	1
Q5748	C5825	1
Q5750	C5827	1
Q5751	C5828	1
Q5753	C5830	1
Q5755	C5832	1
Q5757	C5834	1
Q5758	C5835	1
Q5760	C5837	1
Q5761	C5838	1
Q5762	C5839	1
Q5763	C5840	1
Q5764	C5841	1
Q5765	C5842	1
Q5766	C5843	1
Q5767	C5844	1
Q5768	C5845	1
Q5769	C5846	1
Q5770	C5847	1
Q5771	C5848	1
Q5772	C5850	1
Q5773	C5851	1
Q5774	C5852	1
Q5775	C5853	1
Q5776	C5854	1
Q5777	C5855	1
Q5778	C5856	1
Q5779	C5857	1
Q5780	C5858	1
Q5782	C5860	1
Q5783	C5861	1
Q5784	C5862	1
Q5786	C5864	1
Q5787	C5865	1
Q5788	C5866	1
Q5789	C5867	1
Q5790	C5868	1
Q5791	C5869	1
Q5792	C5870	1
Q5793	C5871	1
Q5794	C5872	1
Q5795	C5873	1
Q5796	C5874	1
Q5797	C5875	1
Q5798	C5876	1
Q5799	C5877	1
Q5800	C5878	1
Q5801	C5879	1
Q5802	C5880	1
Q5803	C5881	1
Q5804	C5882	1
Q5805	C5883	1
Q5806	C5884	1
Q5807	C5885	1
Q5808	C5886	1
Q5811	C5889	1
Q5812	C5890	1
Q5813	C5892	1
Q5815	C5894	1
Q5816	C5895	1
Q5817	C5896	1
Q5818	C5897	1
Q5820	C5899	1
Q5821	C5900	1
Q5822	C5901	1
Q5823	C5902	1
Q5824	C5903	1
Q5825	C5904	1
Q5826	C5905	1
Q5827	C5906	1
Q5828	C5907	1
Q5829	C5908	1
Q5830	C5909	1
Q5831	C5910	1
Q5832	C5911	1
Q5833	C5913	1
Q5834	C5914	1
Q5835	C5915	1
Q5836	C5916	1
Q5837	C5917	1
Q5838	C5918	1
Q5839	C5919	1
Q5841	C5921	1
Q5842	C5922	1
Q5843	C5923	1
Q5844	C5924	1
Q5845	C5925	1
Q5847	C5927	1
Q5848	C5928	1
Q5849	C5929	1
Q5850	C5930	1
Q5851	C5932	1
Q5852	C5934	1
Q5853	C5935	1
Q5854	C5936	1
Q5858	C5940	1
Q5859	C5941	1
Q5860	C5942	1
Q5861	C5943	1
Q5862	C5944	1
Q5863	C5945	1
Q5864	C5946	1
Q5865	C5947	1
Q5866	C5948	1
Q5867	C5949	1
Q5868	C5950	1
Q5869	C5951	1
Q5870	C5952	1
Q5871	C5953	1
Q5872	C5954	1
Q5873	C5955	1
Q5874	C5956	1
Q5875	C5957	1
Q5876	C5958	1
Q5877	C5959	1
Q5878	C5963	1
Q5879	C5964	1
Q5880	C5965	1
Q5881	C5049	1
Q5882	C5966	1
Q5883	C5967	1
Q5884	C5968	1
Q5885	C5969	1
Q5886	C5970	1
Q5887	C5971	1
Q5888	C5972	1
Q5889	C5973	1
Q5891	C5975	1
Q5892	C5976	1
Q5893	C5977	1
Q5894	C5978	1
Q5895	C5979	1
Q5896	C5980	1
Q5897	C5981	1
Q5898	C5982	1
Q5899	C5983	1
Q5900	C5984	1
Q5902	C5986	1
Q5903	C5987	1
Q5904	C5988	1
Q5905	C5989	1
Q5906	C5990	1
Q5907	C5991	1
Q5908	C5992	1
Q5909	C5993	1
Q5910	C5994	1
Q5911	C5995	1
Q5913	C5997	1
Q5915	C5999	1
Q5916	C6000	1
Q5918	C6002	1
Q5919	C6003	1
Q5920	C6004	1
Q5921	C6005	1
Q5922	C6006	1
Q5923	C6007	1
Q5925	C6009	1
Q5927	C6011	1
Q5928	C6013	1
Q5929	C6014	1
Q5930	C6015	1
Q5931	C6016	1
Q5932	C6017	1
Q5933	C6018	1
Q5934	C6020	1
Q5935	C6021	1
Q5937	C6023	1
Q5938	C6024	1
Q5939	C6025	1
Q5941	C6027	1
Q5942	C6028	1
Q5943	C6029	1
Q5944	C6030	1
Q5945	C6031	1
Q5946	C6032	1
Q5947	C6033	1
Q5948	C6034	1
Q5949	C6035	1
Q5951	C6037	1
Q5952	C6038	1
Q5953	C6039	1
Q5954	C6040	1
Q5955	C6041	1
Q5956	C6042	1
Q5957	C6043	1
Q5959	C6045	1
Q5960	C6046	1
Q5961	C6047	1
Q5962	C6048	1
Q5963	C6049	1
Q5964	C6050	1
Q5965	C6051	1
Q5966	C6052	1
Q5967	C6053	1
Q5968	C6054	1
Q5969	C6055	1
Q5970	C6056	1
Q5971	C6057	1
Q5972	C6058	1
Q5973	C6059	1
Q5974	C6060	1
Q5975	C6061	1
Q5976	C6062	1
Q5977	C6064	1
Q5978	C6065	1
Q5979	C6066	1
Q5980	C6067	1
Q5981	C6068	1
Q5982	C6069	1
Q5983	C6070	1
Q5984	C6071	1
Q5985	C6072	1
Q5987	C6074	1
Q5988	C6076	1
Q5989	C6077	1
Q5990	C6078	1
Q5991	C6079	1
Q5992	C6080	1
Q5993	C6081	1
Q5995	C6083	1
Q5996	C6084	1
Q5998	C6086	1
Q5999	C6088	1
Q6000	C6089	1
Q6001	C6090	1
Q6003	C6093	1
Q6005	C6095	1
Q6006	C6096	1
Q6007	C6097	1
Q6008	C6098	1
Q6010	C6101	1
Q6011	C6102	1
Q6012	C6103	1
Q6013	C6105	1
Q6014	C6106	1
Q6015	C6107	1
Q6016	C6108	1
Q6017	C6109	1
Q6018	C6110	1
Q6019	C6111	1
Q6020	C6112	1
Q6021	C6114	1
Q6022	C6115	1
Q6023	C6116	1
Q6024	C6117	1
Q6025	C6118	1
Q6026	C6119	1
Q6028	C6121	1
Q6029	C6122	1
Q6030	C6123	1
Q6031	C6124	1
Q6032	C6125	1
Q6033	C6126	1
Q6034	C6127	1
Q6035	C6128	1
Q6036	C6129	1
Q6037	C5727	1
Q6038	C6130	1
Q6039	C6131	1
Q6041	C6133	1
Q6042	C6134	1
Q6043	C6135	1
Q6044	C6137	1
Q6045	C6138	1
Q6046	C6139	1
Q6047	C6140	1
Q6048	C6141	1
Q6049	C6142	1
Q6050	C6143	1
Q6051	C6144	1
Q6052	C6145	1
Q6053	C6146	1
Q6054	C6147	1
Q6055	C6148	1
Q6057	C6150	1
Q6058	C6151	1
Q6059	C6152	1
Q6060	C6153	1
Q6061	C6154	1
Q6062	C6155	1
Q6063	C6156	1
Q6064	C6157	1
Q6065	C6158	1
Q6066	C6159	1
Q6068	C6161	1
Q6069	C6162	1
Q6070	C6163	1
Q6072	C6165	1
Q6073	C6166	1
Q6074	C6167	1
Q6075	C6168	1
Q6076	C6169	1
Q6077	C6170	1
Q6078	C6171	1
Q6079	C6172	1
Q6080	C6173	1
Q6081	C6174	1
Q6082	C6175	1
Q6083	C6176	1
Q6085	C6180	1
Q6086	C6181	1
Q6087	C6182	1
Q6088	C6183	1
Q6089	C6184	1
Q6090	C6185	1
Q6091	C6186	1
Q6092	C6187	1
Q6093	C6188	1
Q6094	C6189	1
Q6095	C6190	1
Q6096	C6191	1
Q6097	C6192	1
Q6098	C6193	1
Q6099	C6194	1
Q6100	C6195	1
Q6101	C6196	1
Q6102	C6197	1
Q6103	C6198	1
Q6104	C6199	1
Q6105	C6200	1
Q6106	C6201	1
Q6107	C5076	1
Q6108	C6202	1
Q6109	C6203	1
Q6110	C6204	1
Q6111	C6205	1
Q6112	C6206	1
Q6113	C6207	1
Q6114	C6208	1
Q6116	C6210	1
Q6117	C6211	1
Q6118	C6212	1
Q6119	C6213	1
Q6120	C6214	1
Q6121	C6215	1
Q6122	C6216	1
Q6123	C915	1
Q6124	C6217	1
Q6125	C6218	1
Q6127	C6220	1
Q6128	C6221	1
Q6129	C6222	1
Q6131	C5727	1
Q6133	C6224	1
Q6134	C6225	1
Q6135	C6227	1
Q6137	C6229	1
Q6138	C6230	1
Q6139	C6231	1
Q6141	C6234	1
Q6142	C6235	1
Q6143	C6236	1
Q6144	C6237	1
Q6145	C6238	1
Q6146	C6239	1
Q6147	C6240	1
Q6148	C6242	1
Q6149	C6243	1
Q6150	C6244	1
Q6151	C6245	1
Q6152	C6246	1
Q6153	C6247	1
Q6154	C6248	1
Q6155	C6249	1
Q6156	C6250	1
Q6157	C6251	1
Q6158	C6252	1
Q6159	C6253	1
Q6160	C6254	1
Q6161	C6255	1
Q6162	C6256	1
Q6163	C6257	1
Q6164	C6222	1
Q6165	C6258	1
Q6167	C6260	1
Q6168	C6261	1
Q6169	C6262	1
Q6170	C6263	1
Q6171	C6264	1
Q6173	C6266	1
Q6174	C6267	1
Q6175	C6268	1
Q6176	C6269	1
Q6177	C6270	1
Q6178	C4678	1
Q6179	C6271	1
Q6180	C6272	1
Q6181	C6273	1
Q6182	C6274	1
Q6183	C6275	1
Q6184	C6276	1
Q6185	C6277	1
Q6186	C6278	1
Q6187	C6279	1
Q6188	C6280	1
Q6189	C6281	1
Q6190	C6282	1
Q6191	C6283	1
Q6192	C6284	1
Q6193	C6285	1
Q6194	C6286	1
Q6195	C6287	1
Q6196	C6288	1
Q6197	C6289	1
Q6198	C6290	1
Q6199	C6291	1
Q6200	C6292	1
Q6201	C6293	1
Q6202	C6294	1
Q6203	C6295	1
Q6204	C6296	1
Q6205	C6297	1
Q6207	C6299	1
Q6208	C6300	1
Q6209	C6301	1
Q6210	C6302	1
Q6211	C6303	1
Q6212	C6304	1
Q6213	C6305	1
Q6214	C6306	1
Q6216	C6308	1
Q6217	C6309	1
Q6218	C6310	1
Q6219	C6311	1
Q6220	C6312	1
Q6222	C6314	1
Q6223	C6315	1
Q6224	C6316	1
Q6226	C6318	1
Q6227	C6319	1
Q6229	C6322	1
Q6231	C6324	1
Q6232	C6325	1
Q6233	C6326	1
Q6234	C6327	1
Q6235	C6328	1
Q6237	C6330	1
Q6238	C6331	1
Q6239	C6332	1
Q6240	C6333	1
Q6241	C6334	1
Q6242	C6335	1
Q6243	C6336	1
Q6244	C6337	1
Q6245	C6338	1
Q6246	C6340	1
Q6247	C6342	1
Q6248	C6343	1
Q6249	C6344	1
Q6250	C6345	1
Q6251	C6346	1
Q6254	C6349	1
Q6255	C6351	1
Q6256	C6352	1
Q6257	C6353	1
Q6258	C6354	1
Q6259	C6355	1
Q6260	C6356	1
Q6261	C6357	1
Q6262	C6358	1
Q6263	C6359	1
Q6264	C6360	1
Q6266	C6362	1
Q6267	C6363	1
Q6268	C6364	1
Q6269	C6365	1
Q6270	C6366	1
Q6271	C6367	1
Q6272	C6368	1
Q6273	C6369	1
Q6274	C6371	1
Q6276	C6373	1
Q6277	C6374	1
Q6278	C6375	1
Q6279	C6376	1
Q6280	C6377	1
Q6281	C6378	1
Q6282	C6379	1
Q6283	C6380	1
Q6284	C6381	1
Q6285	C6382	1
Q6287	C6384	1
Q6288	C6385	1
Q6289	C6386	1
Q6290	C6387	1
Q6292	C6389	1
Q6293	C6390	1
Q6296	C6393	1
Q6297	C6394	1
Q6298	C6395	1
Q6299	C6398	1
Q6300	C6399	1
Q6301	C6400	1
Q6302	C6401	1
Q6303	C6402	1
Q6304	C6403	1
Q6305	C6403	1
Q6306	C6403	1
Q6307	C6404	1
Q6308	C6405	1
Q6309	C6406	1
Q6310	C6408	1
Q6311	C6409	1
Q6312	C6410	1
Q6313	C6411	1
Q6314	C6412	1
Q6315	C6413	1
Q6317	C6415	1
Q6318	C6416	1
Q6319	C6417	1
Q6320	C6418	1
Q6321	C6420	1
Q6322	C6421	1
Q6323	C6422	1
Q6324	C6423	1
Q6325	C6424	1
Q6326	C6425	1
Q6327	C6426	1
Q6330	C6427	1
Q6331	C6428	1
Q6332	C6429	1
Q6334	C6431	1
Q6335	C6432	1
Q6338	C6435	1
Q6339	C6156	1
Q6340	C6436	1
Q6341	C6437	1
Q6342	C6438	1
Q6343	C6439	1
Q6344	C6442	1
Q6345	C6444	1
Q6346	C6445	1
Q6347	C6446	1
Q6348	C6447	1
Q6349	C6448	1
Q6350	C6449	1
Q6351	C6450	1
Q6352	C6451	1
Q6354	C6453	1
Q6355	C6454	1
Q6357	C6456	1
Q6358	C383	1
Q6359	C6457	1
Q6360	C6458	1
Q6361	C6459	1
Q6362	C6461	1
Q6363	C6462	1
Q6364	C6463	1
Q6365	C6464	1
Q6366	C6466	1
Q6367	C6467	1
Q6368	C6468	1
Q6369	C6469	1
Q6370	C6470	1
Q6371	C6471	1
Q6372	C6472	1
Q6374	C6474	1
Q6375	C6475	1
Q6376	C6476	1
Q6377	C6477	1
Q6378	C6478	1
Q6379	C6479	1
Q6380	C6480	1
Q6381	C6481	1
Q6382	C6482	1
Q6383	C6483	1
Q6385	C6485	1
Q6386	C6486	1
Q6388	C6489	1
Q6389	C6490	1
Q6390	C6491	1
Q6391	C6492	1
Q6392	C6494	1
Q6393	C6495	1
Q6394	C6496	1
Q6395	C6497	1
Q6396	C6498	1
Q6397	C6499	1
Q6398	C6500	1
Q6399	C6501	1
Q6400	C6502	1
Q6401	C6503	1
Q6402	C6504	1
Q6403	C6505	1
Q6404	C6506	1
Q6405	C6507	1
Q6406	C6508	1
Q6407	C6509	1
Q6408	C6510	1
Q6409	C6511	1
Q6410	C6512	1
Q6411	C6513	1
Q6412	C6514	1
Q6413	C6515	1
Q6415	C6517	1
Q6416	C6518	1
Q6417	C6519	1
Q6418	C6520	1
Q6419	C6521	1
Q6420	C6522	1
Q6421	C6523	1
Q6422	C6524	1
Q6423	C6525	1
Q6424	C6526	1
Q6425	C6527	1
Q6426	C6528	1
Q6427	C6529	1
Q6428	C6530	1
Q6429	C6531	1
Q6430	C6532	1
Q6432	C6534	1
Q6434	C6536	1
Q6436	C6538	1
Q6437	C6539	1
Q6438	C6540	1
Q6439	C6541	1
Q6440	C6542	1
Q6441	C6543	1
Q6442	C6544	1
Q6443	C6545	1
Q6445	C6547	1
Q6446	C6548	1
Q6447	C2749	1
Q6449	C6550	1
Q6450	C6551	1
Q6451	C6552	1
Q6452	C6553	1
Q6453	C6554	1
Q6454	C6555	1
Q6455	C6556	1
Q6456	C6557	1
Q6457	C6558	1
Q6458	C6559	1
Q6459	C6560	1
Q6460	C6561	1
Q6461	C6562	1
Q6462	C6563	1
Q6463	C6564	1
Q6464	C6565	1
Q6466	C6567	1
Q6467	C6568	1
Q6468	C6569	1
Q6469	C6570	1
Q6471	C6572	1
Q6472	C6573	1
Q6473	C6574	1
Q6474	C6575	1
Q6475	C6576	1
Q6476	C6577	1
Q6477	C6578	1
Q6478	C6579	1
Q6479	C6580	1
Q6480	C6403	1
Q6481	C6581	1
Q6482	C6582	1
Q6483	C6583	1
Q6484	C6584	1
Q6485	C6585	1
Q6486	C6586	1
Q6487	C6587	1
Q6489	C6589	1
Q6492	C6592	1
Q6493	C6594	1
Q6494	C6595	1
Q6495	C6596	1
Q6496	C6597	1
Q6497	C6598	1
Q6498	C6599	1
Q6500	C6601	1
Q6501	C6602	1
Q6502	C6603	1
Q6503	C6604	1
Q6505	C6607	1
Q6506	C6608	1
Q6507	C6609	1
Q6508	C6610	1
Q6509	C6611	1
Q6511	C6613	1
Q6512	C6614	1
Q6513	C6615	1
Q6514	C6616	1
Q6515	C6617	1
Q6516	C6618	1
Q6517	C6619	1
Q6518	C6620	1
Q6519	C6621	1
Q6520	C6623	1
Q6521	C6624	1
Q6522	C6625	1
Q6523	C6626	1
Q6524	C6627	1
Q6525	C6628	1
Q6527	C6630	1
Q6528	C6631	1
Q6529	C6632	1
Q6530	C6633	1
Q6532	C6635	1
Q6533	C6636	1
Q6534	C6637	1
Q6535	C6638	1
Q6536	C6639	1
Q6537	C6640	1
Q6538	C6641	1
Q6539	C6642	1
Q6540	C6643	1
Q6541	C6644	1
Q6542	C6645	1
Q6543	C6646	1
Q6545	C6648	1
Q6546	C6649	1
Q6547	C6650	1
Q6548	C6651	1
Q6549	C6652	1
Q6550	C6653	1
Q6552	C6655	1
Q6554	C6657	1
Q6555	C6658	1
Q6556	C6659	1
Q6557	C6660	1
Q6558	C6661	1
Q6559	C6662	1
Q6560	C6663	1
Q6561	C6664	1
Q6562	C6665	1
Q6564	C6667	1
Q6565	C6668	1
Q6566	C6669	1
Q6567	C6670	1
Q6568	C6671	1
Q6569	C6672	1
Q6570	C6673	1
Q6571	C6674	1
Q6573	C6676	1
Q6574	C6677	1
Q6575	C6678	1
Q6576	C6679	1
Q6578	C6681	1
Q6579	C6682	1
Q6580	C6683	1
Q6581	C6684	1
Q6582	C6685	1
Q6583	C6686	1
Q6584	C6687	1
Q6585	C6688	1
Q6586	C6689	1
Q6587	C6690	1
Q6588	C6691	1
Q6589	C6692	1
Q6590	C6693	1
Q6591	C6694	1
Q6592	C6695	1
Q6593	C6696	1
Q6594	C6697	1
Q6596	C6699	1
Q6597	C6700	1
Q6598	C6701	1
Q6599	C6702	1
Q6600	C6703	1
Q6601	C6704	1
Q6602	C6705	1
Q6603	C6706	1
Q6604	C6707	1
Q6605	C6708	1
Q6606	C6710	1
Q6607	C6712	1
Q6608	C6713	1
